"start";"end";"today";"Nombre de la Unidad Educativa";"Descripción";"Ubicación";"_Ubicación_latitude";"_Ubicación_longitude";"_Ubicación_altitude";"_Ubicación_precision";"Tipo de dependencia";"Tipo de dependencia/Fiscal";"Tipo de dependencia/Privado";"Tipo de dependencia/Convenio";"Turno";"Turno/Mañana";"Turno/Tarde";"Turno/Noche";"Niveles";"Niveles/Inicial";"Niveles/Primario";"Niveles/Secundario";"Foto";"Foto_URL";"Tipo";"Tipo/Fiscal";"Tipo/Privado";"Tipo/Convenio";"Mensualidad";"Area";"Frente";"start-geopoint";"_start-geopoint_latitude";"_start-geopoint_longitude";"_start-geopoint_altitude";"_start-geopoint_precision";"username";"deviceid";"phonenumber";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2025-03-28T19:40:43.834-04:00";"2025-04-03T08:32:34.998-04:00";"2025-03-27";"Cumbre";"https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730347";"-16.538584 -68.071073 0 0";"-16.538584";"-68.071073";"0";"0";"";"";"";"";"Mañana";"1";"0";"0";"";"";"";"";"Captura de pantalla 2025-04-03 083205-8_32_32.png";"https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F7a41265f-1033-4a71-a39b-c592744faf1e%2FCaptura_de_pantalla_2025-04-03_083205-8_32_32.png";"";"";"";"";"";"";"";"-16.505726 -68.12703 3591.7001953125 45.069000244140625";"-16.505726";"-68.12703";"3591.7001953125";"45.069000244140625";"username not found";"ee.kobotoolbox.org:8xp494HIMoJRvh9V";"phonenumber not found";"457581166";"7a41265f-1033-4a71-a39b-c592744faf1e";"2025-03-28T23:42:07";"";"";"submitted_via_web";"";"vgfLaQv5nodhjnB8w6sLYb";"";"33"
"2025-03-28T19:13:57.322-04:00";"2025-03-28T21:25:57.139-04:00";"2025-03-27";"JOSE MARTI";"https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730404";"-16.5013418 -68.1317216 0 0";"-16.5013418";"-68.1317216";"0";"0";"";"";"";"";"Tarde";"0";"1";"0";"";"";"";"";"IMG-20250328-WA0004-19_52_29.jpg";"https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F80db7842-bd64-467a-a7fc-e9b9feaddbff%2FIMG-20250328-WA0004-19_52_29.jpg";"Fiscal";"1";"0";"0";"";"";"";"-16.506138 -68.127016 3590.2001953125 26.9689998626709";"-16.506138";"-68.127016";"3590.2001953125";"26.9689998626709";"username not found";"ee.kobotoolbox.org:lNzBS6V8FPw2CQiE";"phonenumber not found";"457581978";"8e3292aa-3267-433d-b5bf-b98d6853d24c";"2025-03-28T23:52:39";"";"";"submitted_via_web";"";"vgfLaQv5nodhjnB8w6sLYb";"";"34"
"2025-03-28T19:52:38.855-04:00";"2025-03-28T19:55:39.432-04:00";"2025-03-27";"REPUBLICA DE ARGENTINA";"https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730405";"-16.501600265503 -68.131828308105 0 0";"-16.501600265503";"-68.131828308105";"0";"0";"";"";"";"";"Mañana";"1";"0";"0";"";"";"";"";"IMG-20250328-WA0004-19_55_34.jpg";"https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F490b52a1-418f-475d-ad31-e69e417468e8%2FIMG-20250328-WA0004-19_55_34.jpg";"Fiscal";"1";"0";"0";"";"";"";"-16.504128 -68.128226 3587.60009765625 57.2140007019043";"-16.504128";"-68.128226";"3587.60009765625";"57.2140007019043";"username not found";"ee.kobotoolbox.org:lNzBS6V8FPw2CQiE";"phonenumber not found";"457582215";"490b52a1-418f-475d-ad31-e69e417468e8";"2025-03-28T23:55:40";"";"";"submitted_via_web";"";"vgfLaQv5nodhjnB8w6sLYb";"";"35"
"2025-03-28T21:39:55.429-04:00";"2025-04-03T08:35:02.284-04:00";"2025-03-27";"San Andres B";"https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730326";"-16.537977280054598 -68.0710198462307 0 0";"-16.537977280054598";"-68.0710198462307";"0";"0";"Fiscal";"1";"0";"0";"Tarde";"0";"1";"0";"Inicial Primario";"1";"1";"0";"Captura de pantalla 2025-04-03 083442-8_34_59.png";"https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2Fd51d9836-1d39-4930-be3e-b61906b2f209%2FCaptura_de_pantalla_2025-04-03_083442-8_34_59.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"457591388";"d51d9836-1d39-4930-be3e-b61906b2f209";"2025-03-29T01:42:27";"";"";"submitted_via_web";"";"vz9MoHKH3BvKzRNYMVvfw6";"";"36"
"2025-03-28T21:42:25.223-04:00";"2025-04-03T08:29:58.819-04:00";"2025-03-27";"Julio Cesar Patiño C";"https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730624";"-16.53812644647466 -68.07779309146791 0 0";"-16.53812644647466";"-68.07779309146791";"0";"0";"Fiscal";"1";"0";"0";"Tarde";"0";"1";"0";"Primario";"0";"1";"0";"Captura de pantalla 2025-04-03 082849-8_29_55.png";"https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F5a83109f-7c7f-44d0-b5d2-c5aafc722037%2FCaptura_de_pantalla_2025-04-03_082849-8_29_55.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"457591917";"5a83109f-7c7f-44d0-b5d2-c5aafc722037";"2025-03-29T01:48:20";"";"";"submitted_via_web";"";"vz9MoHKH3BvKzRNYMVvfw6";"";"37"
"2025-03-28T21:48:19.255-04:00";"2025-04-03T08:29:35.308-04:00";"2025-03-27";"Julio Cesar Patiño A";"https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730622";"-16.537687924252044 -68.07778230649076 0 0";"-16.537687924252044";"-68.07778230649076";"0";"0";"Fiscal";"1";"0";"0";"Mañana";"1";"0";"0";"Inicial";"1";"0";"0";"Captura de pantalla 2025-04-03 082849-8_29_32.png";"https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F9e2e561b-7f69-455f-b3e1-ad0d33fa5c4f%2FCaptura_de_pantalla_2025-04-03_082849-8_29_32.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"457592016";"9e2e561b-7f69-455f-b3e1-ad0d33fa5c4f";"2025-03-29T01:49:35";"";"";"submitted_via_web";"";"vz9MoHKH3BvKzRNYMVvfw6";"";"38"
"2025-03-28T21:49:33.768-04:00";"2025-04-03T08:29:26.706-04:00";"2025-03-27";"Julio Cesar Patiño D";"https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730625";"-16.537711664204696 -68.07775754209976 0 0";"-16.537711664204696";"-68.07775754209976";"0";"0";"Fiscal";"1";"0";"0";"Tarde";"0";"1";"0";"Inicial";"1";"0";"0";"Captura de pantalla 2025-04-03 082849-8_29_24.png";"https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F65e1da57-fef6-408e-8075-60e38d734b1f%2FCaptura_de_pantalla_2025-04-03_082849-8_29_24.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"457592111";"65e1da57-fef6-408e-8075-60e38d734b1f";"2025-03-29T01:50:49";"";"";"submitted_via_web";"";"vz9MoHKH3BvKzRNYMVvfw6";"";"39"
"2025-03-28T21:50:47.421-04:00";"2025-04-03T08:28:00.693-04:00";"2025-03-27";"Rene Barrientos Ortuño B";"https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730621";"-16.538863048402035 -68.07806709698734 0 0";"-16.538863048402035";"-68.07806709698734";"0";"0";"Fiscal";"1";"0";"0";"Tarde";"0";"1";"0";"Secundario";"0";"0";"1";"Captura de pantalla 2025-04-03 082747-8_27_57.png";"https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2Ff97e8492-60ea-40bf-9d63-fb5970a7e37e%2FCaptura_de_pantalla_2025-04-03_082747-8_27_57.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"457592284";"f97e8492-60ea-40bf-9d63-fb5970a7e37e";"2025-03-29T01:54:36";"";"";"submitted_via_web";"";"vz9MoHKH3BvKzRNYMVvfw6";"";"40"
"2025-03-31T21:44:31.040-04:00";"2025-03-31T21:49:12.333-04:00";"2025-03-30";"BOLIVIANO NORUEGO A";"https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730585";"-16.4968903 -68.1210113 3589.38 3.68";"-16.4968903";"-68.1210113";"3589.38";"3.68";"Privado";"0";"1";"0";"Mañana";"1";"0";"0";"Inicial Primario Secundario";"1";"1";"1";"Noruego-21_48_22.jpg";"https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F65e0319a-963b-43cd-847e-74d798253429%2FNoruego-21_48_22.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"458254011";"65e0319a-963b-43cd-847e-74d798253429";"2025-04-01T01:49:14";"";"";"submitted_via_web";"";"vz9MoHKH3BvKzRNYMVvfw6";"";"41"
"2025-03-31T21:49:12.347-04:00";"2025-03-31T21:50:45.086-04:00";"2025-03-30";"BOLIVIANO NORUEGO B";"https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730585";"-16.4968903 -68.1210113 3589.38 3.68";"-16.4968903";"-68.1210113";"3589.38";"3.68";"Fiscal";"1";"0";"0";"Tarde";"0";"1";"0";"Inicial Primario Secundario";"1";"1";"1";"Noruego-21_50_43.jpg";"https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F23ac5b94-f6f1-49fc-9ee9-172dfc6524f5%2FNoruego-21_50_43.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"458254105";"23ac5b94-f6f1-49fc-9ee9-172dfc6524f5";"2025-04-01T01:50:46";"";"";"submitted_via_web";"";"vz9MoHKH3BvKzRNYMVvfw6";"";"42"
"2025-03-31T21:50:45.095-04:00";"2025-03-31T21:53:58.050-04:00";"2025-03-30";"HUGO DAVILA A";"https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730432";"-16.499235 -68.1195284 3633.59 5.63";"-16.499235";"-68.1195284";"3633.59";"5.63";"Fiscal";"1";"0";"0";"Mañana";"1";"0";"0";"Secundario";"0";"0";"1";"hugoDavila-21_53_48.jpg";"https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2Fa7e20f63-b563-4270-a55a-a5ec9848becd%2FhugoDavila-21_53_48.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"458254254";"a7e20f63-b563-4270-a55a-a5ec9848becd";"2025-04-01T01:53:59";"";"";"submitted_via_web";"";"vz9MoHKH3BvKzRNYMVvfw6";"";"43"
"2025-03-31T21:53:58.060-04:00";"2025-03-31T21:55:25.894-04:00";"2025-03-30";"HUGO DAVILA B";"https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730433";"-16.499235 -68.1195284 3633.59 5.63";"-16.499235";"-68.1195284";"3633.59";"5.63";"Fiscal";"1";"0";"0";"Tarde";"0";"1";"0";"Secundario";"0";"0";"1";"hugoDavila-21_55_19.jpg";"https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2Fefa59c36-8785-4b61-a875-403715b097a5%2FhugoDavila-21_55_19.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"458254348";"efa59c36-8785-4b61-a875-403715b097a5";"2025-04-01T01:55:27";"";"";"submitted_via_web";"";"vz9MoHKH3BvKzRNYMVvfw6";"";"44"
"2025-03-31T21:55:25.903-04:00";"2025-03-31T22:02:02.879-04:00";"2025-03-30";"ADVENTISTA MIRAFLORES";"https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730480";"-16.5006607 -68.1209167 3549.53 5.37";"-16.5006607";"-68.1209167";"3549.53";"5.37";"Privado";"0";"1";"0";"";"";"";"";"Inicial Primario Secundario";"1";"1";"1";"Adventista-21_57_8.jpg";"https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2Fef9be4e6-2f87-4d5b-aa8c-a5cf2202da9f%2FAdventista-21_57_8.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"458254493";"4c46e30d-4189-4baf-816b-42420b7b4b41";"2025-04-01T01:57:23";"";"";"submitted_via_web";"";"vz9MoHKH3BvKzRNYMVvfw6";"";"45"
"2025-03-28T21:54:34.660-04:00";"2025-04-03T08:10:44.146-04:00";"2025-03-27";"La salle A";"https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730331";"-16.548492022158598 -68.08968951999174 0 0";"-16.548492022158598";"-68.08968951999174";"0";"0";"Fiscal";"1";"0";"0";"Tarde";"0";"1";"0";"Secundario";"0";"0";"1";"Captura de pantalla 2025-04-03 080957-8_10_8.png";"https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2Ff4df327e-057c-4d5d-b21c-1925f2cb7be2%2FCaptura_de_pantalla_2025-04-03_080957-8_10_8.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"459061232";"f4df327e-057c-4d5d-b21c-1925f2cb7be2";"2025-04-03T12:10:44";"";"";"submitted_via_web";"";"vz9MoHKH3BvKzRNYMVvfw6";"";"46"
"2025-04-03T08:10:44.168-04:00";"2025-04-03T08:25:13.738-04:00";"2025-04-02";"Santa Rosa La Florida B";"https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730333";"-16.545753923568427 -68.091560463471 0 0";"-16.545753923568427";"-68.091560463471";"0";"0";"Fiscal";"1";"0";"0";"Tarde";"0";"1";"0";"Secundario";"0";"0";"1";"Captura de pantalla 2025-04-03 082415-8_24_44.png";"https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F312aff86-2409-48d6-bc4c-1b313f7b2de0%2FCaptura_de_pantalla_2025-04-03_082415-8_24_44.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"459067546";"312aff86-2409-48d6-bc4c-1b313f7b2de0";"2025-04-03T12:25:13";"";"";"submitted_via_web";"";"vz9MoHKH3BvKzRNYMVvfw6";"";"47"
